id,clip_filename,duration,clean_sheng_text,raw_transcription,audio_filepath,clean_audio_path
sheng_clip_00091,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav,11.79,Kido go? Alengia ku akawntu ku confirm. Kamu kweli 1.3 ili yande kagonga akawntiya kendi katoleo. Hana yanda napata akawntiya kiko empty. Zero. Anashindo wei. Nilikwana miliyoni tatu nakitu ku akawntiya ngwimenda api.,Kido kido go? Alengia ku akawntu ku confirm. Kamu kweli 1.3 ili yande kagonga akawntiya kendi katoleo. Hana yanda napata akawntiya kiko empty. Zero. Anashindo wei. Nilikwana miliyoni tatu nakitu ku akawntiya ngwimenda api.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav
sheng_clip_00092,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav,11.38,"Imepele kwa accountia kijana, ya family bank badu. Jamana ingi kwa account anapatakona 5.3, bifua fanyekitu, imeshato lewa. Imendawapi, kununu wa bitcoin. Jesus Christ.","Imepele kwa kwa accountia kijana, ya family bank badu. Jamana ingi kwa account anapatakona 5.3, bifua fanyekitu, imeshato lewa. Imendawapi, kununu wa bitcoin. Jesus Christ.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav
sheng_clip_00093,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00092.wav,13.99,Muna kwa mbiawali kaivi macho mbaka asubui wa kingoji asubui kukuche. Asubui! Ndiwa na una maadya busa savizuri. Kijana ananza kuri sivwa. Anko sijui ni kama wali malzana kijana ananza kuri sivwa mesej.,Muna kwa mbiawali kaivi macho mbaka asubui wa kingoji asubui kukuche. Asubui! Ndiwa na una maadya busa savizuri. Kijana ananza kuri sivwa. Anko sijui ni kama wali malzana kijana ananza kuri sivwa mesej.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00092.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00092.wav
sheng_clip_00094,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00093.wav,13.95,"Tingting, you have received 30,000 shillings from XYZ. Aki engali, u XYZ nina nirafiki ake. Tingting, you have received 45,000 shillings from XYZ. U XYZ nina ni, oi, sijini, kazini akem gani.","Tingting, you have received 30,000 shillings from XYZ. Aki engali, u XYZ nina ni nirafiki ake. Tingting, you have received 45,000 shillings from XYZ. U XYZ nina ni, oi, sijini, kazini akem gani.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00093.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00093.wav
sheng_clip_00096,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00095.wav,7.56,"Anapatatu isu message you have received, lakini ya kenda kwa impressa balance, haiko, ido hi na tole wa tu. Olo wa sade na kanzaku receive za.","Anapatatu isu message you have received, lakini ya kenda kwa impressa balance, haiko, ido hi na tole wa tu. Olo wa sade na kanzaku receive za.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00095.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00095.wav
sheng_clip_00098,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00097.wav,12.65,"Marayoyo. So, waka kimbia kwa msewa, waka tek, waka enda waka connect simu kwa masiniyake, wajari buko, nakama kuna kitu wana ezafanya na wa stop, whatever it is ilkwe na hapenapondani.","Marayoyo. So, waka kimbia kwa msewa, waka tek, waka enda waka connect simu kwa masiniyake, wajari buko, nakama kuna kitu wana ezafanya na wa stop, whatever it is ilkwe na hapenapondani.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00097.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00097.wav
sheng_clip_00099,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00098.wav,13.33,"Na bila yu phone wali anza na yu phone yu anko, bila yuli konekti wapale kwa masini kidokidogo ika letanini kama ka video call, kuna video call ina hape. Na yu video call","Na bila yu phone wali anza na yu phone yu anko, bila yuli konekti wapale kwa masini kidokidogo ika letanini kama ka video call, kuna video call ina hape. Na yu video call",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00098.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00098.wav
sheng_clip_00100,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00099.wav,13.59,"Ni huyo anko anapiga, munyei simu. So vilali chukua, bedi uno na face kabisa ni anko, kabisa? Na mevazilengu wali kwa mevajana. Naongia sa uti unaskiya, ni anko lakiniu kiskiza fiti.","Ni huyo anko anapiga, munyei simu. So vilali chukua, bedi uno na face kabisa ni anko, kabisa? Na mevazilengu wali kwa mevajana. Na naongia sa uti unaskiya, ni anko lakiniu kiskiza fiti.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00099.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00099.wav
sheng_clip_00101,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00100.wav,13.56,"Uta skeyo sa uti, ni kama ni engineered, ni kama una jubile machine wongeya, but ime jaribu sana kumimik wile wongeya agad, but tu kiskiza feel ti uta feel kuna.","Uta skeyo sa uti, ni kama ni engineered, ni kama una jubile machine wongeya, but ime jaribu sana kumimik wile wongeya agad, but tu kiskiza feel ti uta feel kuna.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00100.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00100.wav
sheng_clip_00103,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00102.wav,11.38,"Niliwapa tia opportunity ya ku du good mukafanya baya. So yo nile sonienu na mukaimkijua minim baya. Kunwatu wa kuchokoza, mimi si one of them.","Niliwapa tia opportunity ya ku du good mukafanya baya. So yo nile sonienu na mukaimkijua minim baya. Kunwatu wa kuchokoza, mimi si one of them.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00102.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00102.wav
sheng_clip_00104,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00103.wav,13.24,"Mhara iyo maze machini, siji ni li hapen apu, nika ili self-destruct, ili anza tukutu wa moshi apu, na kuhiyo process ili affect mpaka ni machini ya uyum sewa wa take.","Mhara iyo iyo maze machini, siji ni ni li hapen apu, nika ili self-destruct, ili anza tukutu wa moshi apu, na kuhiyo process ili affect mpaka ni ni machini ya uyum sewa wa take.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00103.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00103.wav
sheng_clip_00105,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00104.wav,8.74,"Kwanza, bifu hini video kolikam, kuna doa liku wa mekopa, wali sema, wali ambiyam sewa tek.","Kwanza, bifu hini video kolikam, kuna doa liku wa mekopa, wali sema, wali ambiyam sewa tek.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00104.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00104.wav
sheng_clip_00106,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00105.wav,12.72,"Awa tumiye 16,000 watume wa api kuna kitu iliku na faidu iyo pesa. Uomse wa tech wile li tuma, I don't know, kuna kitu tu ili hape, ni odo iku enda ukumali wali kuwa nafa watume.","Awa tumiye 16,000 watume wa api kuna kitu iliku na faidu iyo pesa. Uomse wa tech wile li tuma, I don't know, kuna kitu tu ili hape, ni odo iku enda ukumali wali kuwa nafa watume.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00105.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00105.wav
sheng_clip_00107,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00106.wav,8.74,"Iyo story kuna kitu siku elewa apu. But anyway, Iyo 16,000 ni amtu atekilipotea, then machinia keikalipuka. Nise wateka kajam.","Iyo story kuna kitu siku elewa apu. But anyway, Iyo 16,000 ni amtu atekilipotea, then machinia keikalipuka. Nise wateka kajam.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00106.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00106.wav
sheng_clip_00108,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00107.wav,13.24,"Akanza kuleta piya noma. Ali piya nuru apu asewa kaka mo kanza kuva, vidyanapu, vitambaya. Ejwee historiote. So, awasewa kwa onani noma, waka ondo kia, waka enda ocha, waka rudi.","Akanza kuleta piya noma. Ali piya piya nuru apu asewa kaka mo kanza kuva, vidyanapu, vitambaya. Ejwee historiote. So, awasewa kwa onani noma, waka ondo kia, waka enda ocha, waka rudi.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00107.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00107.wav
sheng_clip_00110,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00109.wav,12.96,"Wakamwambia, ukone Nairobi wamepigwana wakora, awaka endakara waka, seti wakora, na sasa wakora wana takakua fanyambaya, sasa ndi wamebidi wakujwa jifite, usyago, but that was not true, yailu kwa ni katatu, sasa juzi.","Wakamwambia, ukone Nairobi wamepigwana wakora, awaka endakara waka, seti wakora, na sasa wakora wana takakua fanyambaya, sasa ndi wamebidi wakujwa jifite, usyago, but that was not true, yailu kwa ni katatu, sasa juzi.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00109.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00109.wav
sheng_clip_00111,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00110.wav,13.95,"Nde uyu kijanam dogo, ame fungu kia uyu kaziniyake exactly what happened. So kaziniyake na kaka kama kanpatiya story. So miitaini otena, so mii story na jibiliza. First of all niposibol, izibitu zote.","Nde uyu kijanam dogo, ame fungu kia uyu kaziniyake exactly what happened. So kaziniyake na kaka kama kanpatiya story. So miitaini otena, so mii story na jibiliza. First of all niposibol, izibitu zote.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00110.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00110.wav
sheng_clip_00112,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00111.wav,13.46,"Unezapati amitu simu akute nge nezeyo design yani, baka saye anapiga zile ma video za deepfake, anapigia watu ako, maze wana washa simu, wana kuona, like nwiwe wana ungeya wana.","Unezapati amitu simu akute nge nezeyo design yani, baka saye anapiga zile ma video za deepfake, anapigia watu ako, maze wana washa simu, wana kuona, like nwiwe wana ungeya wana.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00111.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00111.wav
sheng_clip_00113,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00112.wav,10.56,"Hei! Mazenika jwa pa injekuna wa tuatari. Hei, ni na alikilam tu. Maka demi yuki jana alisa fishu apos ju 23,000.","Hei! Mazenika jwa pa injekuna wa tuatari. Hei, ni na alikilam tu. Maka demi yuki jana alisa fishu apos ju 23,000.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00112.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00112.wav
sheng_clip_00114,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00113.wav,13.37,"So, in total, it was really combined with more than 5 million shillings. Jwali nda kweebi yam say mbaaya. Kumbi wama nda kweebi yasa sa Don Collion. Hey!","So, in total, it was really combined with more than 5 million shillings. Jwali nda kweebi yam say mbaaya. Kumbi wama nda kweebi yasa sa Don Collion. Hey!",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00113.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00113.wav
sheng_clip_00115,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00114.wav,13.86,"Eni norma. So, wiyom se mwanya mepege yo shugli. Kuna niweka kupo position numbaya, nile position niya, what you've done is not good at.","Eni norma. So, wiyom se mwanya mepege yo shugli. Kuna niweka kupo position numbaya, nile position niya, what you've done is not good at.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00114.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00114.wav
sheng_clip_00116,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00115.wav,11.46,"But you were doing it to criminals, so to kiyamua tu angali e kandoki, don't go. Ah, Sibasi tu neza hendelea, tu na yu kiyasi.","But you were doing it to criminals, so to kiyamua tu angali e kandoki, don't go. Ah, Sibasi tu neza hendelea, tu na yu kiyasi.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00115.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00115.wav
sheng_clip_00117,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00116.wav,12.62,"Nimi ni toke inja ni kutaftiye nambazama bunga. Watu wumbawa natupanya, fanya mbae ni kutengeneze, then wewe ufa nye mambuha ku.","Nimi ni toke inja ni kutaftiye nambazama bunga. Watu wumbawa natupanya, fanya mbae ni kutengeneze, then wewe ufa nye mambuha ku.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00116.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00116.wav
sheng_clip_00118,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00117.wav,12.99,"Wakati wana piga transaksiyon zachini yamaji, wana kula pesaya hospitali, yuho pesa iki ingiha kwa account tivi, wawu na nda unai chukwa. Mimi nawewe tu na kula 10% yuho pesa, alafu 90%.","Wakati wana piga piga transaksiyon zachini yamaji, wana kula pesaya hospitali, yuho pesa iki ingiha kwa account tivi, wawu na nda unai, unai chukwa. Mimi nawewe tu na kula 10% yuho pesa, alafu 90%.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00117.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00117.wav
sheng_clip_00119,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00118.wav,13.94,Tuna ndatuna tengeneza hospitali. Tuta sa idea henshi. Bye. Anyway. Yeah. It is what it is so...,Tuna ndatuna tengeneza hospitali. Tuta sa idea henshi. Bye. Anyway. Yeah. It is what it is so...,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00118.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00118.wav
sheng_clip_00120,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00119.wav,13.33,"I guess morally a story ni tu kuwaitu kiafuna izima place tu na plug-in, masimu. Oh, yeni kompite ako, neza itu mi ya kuchaj. Hm. Ayu never know. Aya.","I guess morally a story ni tu kuwaitu kiafuna izima place tu na plug-in, plug-in, masimu. Oh, oh, yeni kompite ako, neza itu mi ya kuchaj. Hm, hm. Ayu never know. Aya.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00119.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00119.wav
sheng_clip_00121,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00120.wav,5.91,Tushonana bata sku chachi. Tendi fungi apu imekuwa trusa na nini wachuwanguvu wa diyoz mu chachos.,Tushonana bata sku chachi. Tendi fungi apu imekuwa trusa na nini wachuwanguvu wa diyoz mu chachos.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00120.wav,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00120.wav
sheng_clip_00124,Recording_3_00000.wav,12.79,"We're out there for any of those FCs. Sida niku cha kuwaja matawata wa cha kuwaja grawa. Sida niku na dewa cha kuwaja, bikozi ima nukuna kuwanga, ima nukuna isi, bikozi na uruanda.","We're out there for any of those FCs. Sida niku cha kuwaja matawata wa cha kuwaja grawa. Sida niku na dewa cha kuwaja, bikozi ima nukuna kuwanga, ima nukuna isi, bikozi na uruanda.",/home/ray/Desktop/mkuru/dataset/segmented/Recording_3/Recording_3_00000.wav,/home/ray/Desktop/mkuru/dataset/segmented/Recording_3/Recording_3_00000.wav
sheng_clip_00125,Recording_3_00001.wav,5.47,"Iko na kraka, and the thing is that it is an indecent dressing. So now you see how...","Iko na kraka, and the thing is that it is an indecent dressing. So now you see how...",/home/ray/Desktop/mkuru/dataset/segmented/Recording_3/Recording_3_00001.wav,/home/ray/Desktop/mkuru/dataset/segmented/Recording_3/Recording_3_00001.wav
sheng_clip_00129,chunk_00000.wav,23.3,I don't know how I say it. We're going to keep an eye on what we're going to do for the next 17 years. Yay. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. That's a gate.,I don't know how I say it. We're going to keep an eye on what we're going to do for the next 17 years. Yay. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. That's a gate.,/home/ray/Desktop/mkuru/dataset/segmented/Recording_4/chunk_00000.wav,/home/ray/Desktop/mkuru/dataset/segmented/Recording_4/chunk_00000.wav
sheng_clip_00132,Sheng0002_00000.wav,12.55,"It may be interesting that you discovered about your family only because there was a big family occasion. Onajwa manenuwa family na kuwanga a little bit sensitive, but there's a lot of good that comes with it manenuwa.","It may be interesting that you discovered about your family only because there was a big family occasion. Onajwa manenuwa family na kuwanga a little bit sensitive, but there's a lot of good that comes with it manenuwa.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00000.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00000.wav
sheng_clip_00133,Sheng0002_00001.wav,9.8,"We all love it when something like, you know, the whole family is getting together for whatever reason, pleasant and pleasant. Fami yongasina patana every once in a while man, but...","We all love it when something like, you know, the whole family is getting together for whatever reason, pleasant and pleasant. Fami yongasina patana every once in a while man, but...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00001.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00001.wav
sheng_clip_00134,Sheng0002_00002.wav,12.41,One thing you can bet on is we've all come to learn some very interesting things about our families during these same occasions and I don't know if you got wind of what went down with the late stupid boy.,One thing you can bet on is we've all come to learn some very interesting things about our families during these same occasions and I don't know if you got wind of what went down with the late stupid boy.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00002.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00002.wav
sheng_clip_00138,Sheng0002_00006.wav,10.94,"Nai me letango risana manze, the dad says that he wants his son to be buried in Siyaya saying that this is what he wanted manze, he is trying to honor a wish that stupid boy had repeatedly shared before passing.","Nai me letango risana manze, the dad says that he wants his son to be buried in Siyaya saying that this is what he wanted manze, he is trying to honor a wish that stupid boy had repeatedly shared before passing.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00006.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00006.wav
sheng_clip_00140,Sheng0002_00008.wav,13.67,"Anase mam dueni wangu tafadalini, acham totu wangu wa zikwia ku amtani man and my heart really goes out to them. It's not something easy that they are going through. But this is not the first time we've seen something like this happening man. I bet we all have bro. Adi mimi?","Anase mam dueni wangu tafadalini, acham totu wangu wa zikwia ku amtani man and my heart really goes out to them. It's not something easy that they are going through. But this is not the first time we've seen something like this happening man. I bet we all have bro. Adi mimi?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00008.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00008.wav
sheng_clip_00141,Sheng0002_00009.wav,13.45,"Nili kujapujone, the very same things he let me name, the one while he passed man, the RIP to the old man. Juhuna jwa the problem is that everyone close to that loved one feels very entitled to how things should go, how things should be.","Nili kujapujone, the very same things he let me name, the one while he passed man, the RIP to the old man. Juhuna jwa the problem is that everyone close to that loved one feels very entitled to how things should go, how things should be.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00009.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00009.wav
sheng_clip_00143,Sheng0002_00011.wav,13.94,"This is what their loved one wished for themselves, because wana fi piasisini kama tunamjua beta. We know him better or we know her better than they know themselves. Mimina kwa mtukuna punamare la tikzutwe ginoa li dayisha a wakuji mazizi yamzae.","This is what their loved one wished for, for themselves, because wana fi piasisini kama tunamjua beta. We know him better or we know her better than they know themselves. Mimina kwa mtukuna punamare la tikzutwe ginoa li dayisha a wakuji mazizi yamzae.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00011.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00011.wav
sheng_clip_00145,Sheng0002_00013.wav,10.22,"But it can get really ugly man. Does your family know what you really actually want when it comes to some things? Naiwanda assignment na takani kupati e wiki, but this is just a side note, right?","But it can get really ugly man. Does your family know what you really actually want when it comes to some things? Naiwanda assignment na takani kupati e wiki, but this is just a side note, right?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00013.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00013.wav
sheng_clip_00146,Sheng0002_00014.wav,8.77,"I'm giving you this assignment this week. Let your family know what you want and also when you find out what your family members want, watch something.","I'm giving you this assignment this week. Let your family know what you want and also when you find out what your family members want, watch something.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00014.wav,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00014.wav
